ticker,symbolFA,nameFA,industryIndex,market
IRO7KKHP0001,خکرمان,گروه اقتصادی کرمان خودرو,IREXAUTOMANUFACTURERS,37
IRO7RTRP0001,حرهور,مجتمع ترابری رهنورد,IREXTRUCKING,37
IRO7EFSP0001,وفتخار,سرمایه گذاری افتخار سهام,IREXINVESTMENTS,37
IRO7JAIP0001,جوین,کشت و صنعت جوین,IREXFARMPRODUCTS,37
IRO7IKDP0001,خاور,ایران خودرو دیزل,IREXAUTOMANUFACTURERS,37
IRO7AIMP0001,وامیر,گروه صنعتی و معدنی امیر,IREXMETALLICORES,37
IRO7NJSP0001,قنقش,قند نقش جهان,IREXSUGAR,37
IRO7IBKZ0001,سمایه,بانک سرمایه,IREXBANKSCREDITINSTITUTIONS,37
IRO7FAPP0001,شفارا,پتروشیمی فارابی,IREXCHEMICALSDIVERSIFIED,37
IRO7BEGP0001,کهرام,تولیدی گرانیت بهسرام,IREXTILE,37
IRO7NITP0001,گنگین,اقتصادی نگین گردشگری ایرانیان,IREXHOTELSRESTAURANTS,37
IRO7PEIZ0001,فنفت,صنایع تجهیزات نفت,IREXSTEELIRON,37
IRO7GRDZ0001,وگردش,بانک گردشگری,IREXBANKSCREDITINSTITUTIONS,37
IRO7LIAZ0001,شلیا,شرکت مواد ویژه لیا,IREXOTHERNONMETALLICPRODUCTS,37
IRO7SSUP0001,قشرین,قند شیرین خراسان,IREXSUGAR,37
IRO7IADP0001,وهنر,گروه توسعه هنر ایران,IREXINVESTMENTS,37
IRO7GKHP0001,غبهار,کشت وصنعت بهاران گلبهار خراسان,IREXOTHERFOODPRODUCTS,37
IRO7SJAP0001,ثاژن,سخت آژند,IREXCONSTRUCTION,37
IRO7IEIP0001,خبازرس,بازرسی مهندسی و صنعتی ایران,IREXENGINEERING,37
IRO7APTP0001,شپترو,پتروشیمی آبادان,IREXCHEMICALSDIVERSIFIED,37
IRO7PSDP0001,گتوشا,توسعه بین المللی پدیده شاندیز,null,37
IRO7RKBP0001,ورفاه,بانک رفاه کارگران,null,37
